"DIOGENES_FOOD_CODE","COUNTRY_FOOD_CODE","FOODNAME","ENGLISH_TRANS","DIOGENES_FOOD_GRP","CHO_100G.","GI_VAL","GL","GI_CAT","SOURCE_1","SOURCE_2","COMMENT","COUNTRY"
263,"0263","Rygeost. 5+","Cheese. unripened. smoked. 5 % fidm.",30.1,4.3,34,1,"3","2",NA,"Based on milk, whole pasteurised, fresh, organic","DANISH"
264,"0264","Rygeost. 40+","Cheese. unripened. smoked. 40 % fidm.",30.2,4.3,34,1,"3","2",NA,"Based on milk, whole pasteurised, fresh, organic","DANISH"
265,"0265","Smelteost. 45+","Cheese. processed. 45 % fidm.",30.3,0.6,34,0,"3","2",NA,"Based on milk, whole pasteurised, fresh, organic","DANISH"
266,"0266","Salami","Sausage. salami",24.3,3.4,70,2,"5","",NA,"","DANISH"
269,"0269","Sm<f8>r. saltet","Butter. salt added",12.1,0.6,70,0,"5","",NA,"","DANISH"
270,"0270","Sm<f8>r. usaltet","Butter. salt not added",12.1,0.6,70,0,"5","",NA,"","DANISH"
272,"0272","Solb<e6>r. r<e5>","Currant. black. raw",17.1,17.5,45,8,"4","",NA,"","DANISH"
275,"0275","Spidsk<e5>l. r<e5>","Cabbage. spring. raw",15.1,4.9,45,2,"4","",NA,"","DANISH"
276,"0276","Spinat. hakket. dybfrost","Spinach. chopped. frozen",15.1,2.9,45,1,"4","",NA,"","DANISH"
278,"0278","Spinat. r<e5>","Spinach. raw",15.1,3.4,45,2,"4","",NA,"","DANISH"
279,"0279","Stikkelsb<e6>r. r<e5>","Gooseberry. raw",17.1,10.1,45,5,"4","",NA,"","DANISH"
280,"0280","Sveske. r<e5>","Prune. dried plum",17.1,60.8,29,18,"2","1",NA,"Prunes, pitted","DANISH"
292,"0292","P<f8>lser. wienerp<f8>lse. frankfurterp<f8>lse","Pork. sausage. vienna/frankfurter type",24.3,3,70,2,"5","",NA,"","DANISH"
293,"0293","Medisterp<f8>lse. r<f8>get","Pork. mettwurst. smoked",24.3,3.9,70,3,"5","",NA,"","DANISH"
294,"0294","Medisterp<f8>lse. r<e5>","Pork. sausage. danish. raw",24.3,3.4,70,2,"5","",NA,"","DANISH"
295,"0295","Rullep<f8>lse","Pork. flank. spiced. cooked",24.3,0.6,70,0,"5","",NA,"","DANISH"
296,"0296","K<f8>dp<f8>lse","Pork sausage. saveloy type",24.3,3.6,70,3,"5","",NA,"","DANISH"
297,"0297","Leverpostej","Pork. liver paste. danish",26.1,5.6,70,4,"5","",NA,"","DANISH"
298,"0298","Svinefilet. r<f8>get","Pork. loin fillet. smoked",24.1,0.3,70,0,"5","",NA,"","DANISH"
299,"0299","Sylte","Pork. brawn. head cheese",26.1,0.2,70,0,"5","",NA,"","DANISH"
301,"0301","Dressing. fransk","Salad dressing. french",32.4,17.5,70,12,"5","",NA,"","DANISH"
302,"0302","Dressing. italiensk","Salad dressing. italian",32.4,10.2,70,7,"5","",NA,"","DANISH"
303,"0303","Dressing. thousand island","Salad dressing. thousand island",32.4,15.2,70,11,"5","",NA,"","DANISH"
304,"0304","Te. blade","Tea. leaves",20.1,3,70,2,"5","",NA,"","DANISH"
306,"0306","Tomat. uspec.. r<e5>","Tomato. ripe. raw. origin unknown",15.1,5.7,45,3,"4","",NA,"","DANISH"
307,"0307","Tomat. fl<e5>et. konserves","Tomato. peeled. canned",15.1,3.9,45,2,"4","",NA,"","DANISH"
308,"0308","Tomatjuice. konserves","Tomatojuice. canned",18.1,4.3,38,2,"2","1",NA,"Tomato juice, canned, no sugar added.","DANISH"
309,"0309","Tomatketchup","Tomato ketchup. bottled",32.4,21.7,45,10,"4","",NA,"","DANISH"
310,"0310","Tomatpure","Tomato puree",32.4,19.6,45,9,"4","",NA,"","DANISH"
311,"0311","Tomatpure. koncentreret","Tomato paste. concentrated",32.4,18.6,45,8,"4","",NA,"","DANISH"
313,"0313","Torsk. lever. r<e5>","Cod. liver. raw",27.2,1,70,1,"5","",NA,"","DANISH"
314,"0314","Torsk. lever. konserves","Cod. liver. canned",27.2,1,70,1,"5","",NA,"","DANISH"
316,"0316","Torsk. rogn. r<e5>","Cod. roe. raw",27.3,1.5,70,1,"5","",NA,"","DANISH"
317,"0317","Torsk. rogn. konserves","Cod. roe. canned",27.3,2.8,70,2,"5","",NA,"","DANISH"
320,"0320","Tun i tomat. konserves","Tuna. in tomato sauce. canned",27.1,0.5,70,0,"5","",NA,"","DANISH"
322,"0322","Tunge. kalv. r<e5>","Tongue. calf. raw",26.1,0.9,70,1,"5","",NA,"","DANISH"
323,"0323","Tunge. okse. r<e5>","Tongue. ox. raw",26.1,0.4,70,0,"5","",NA,"","DANISH"
324,"0324","Tunge. svin. r<e5>","Tongue. pig. raw",26.1,0.5,70,0,"5","",NA,"","DANISH"
325,"0325","Tykm<e6>lk","Junket",31.2,4.5,35,2,"3","1","2","Mean of two studies: Yoghurt, NS and probiotic drink, original","DANISH"
326,"0326","Tytteb<e6>r. r<e5>","Lingonberry. raw",17.1,11.5,45,5,"4","",NA,"","DANISH"
329,"0329","Vindrue. r<e5>","Grape. raw",17.1,14.7,46,7,"2","1",NA,"Mean of 6 values","DANISH"
331,"0331","Ylette naturel","Ymer. low fat",31.1,4.4,35,2,"3","1",NA,"Based on yoghurt, low fat, natural","DANISH"
332,"0332","Ymer naturel","Ymer",31.2,4,35,1,"3","1",NA,"Based on yoghurt, low fat, natural","DANISH"
333,"0333","Yoghurt naturel","Yoghurt",31.2,3.8,35,1,"2","1","2","Mean of two studies: Yoghurt, NS and probiotic drink, original","DANISH"
334,"0334","Letm<e6>lksyoghurt med saft","Yoghurt. low fat. with fruit juice",31.1,11.6,40,5,"3","1",NA,"Mean of unsweetened juices and yoghurt, low fat. Mean of unsweetened juices made from fruit: Mean of three apple juices, apple juice, pure, clear, unsweetened, apple juice, pure, cloudy, unsweetened, apple and cherry juice, pure, unsweetened, grapefruit j","DANISH"
335,"0335","Yoghurt med frugt. uspec.","Yoghurt with fruits",31.2,11.9,40,5,"3","1","2","Based on mean of yoghurt and fruit unspecified. Yoghurt: mean of two studies: Yoghurt, NS and probiotic drink, original.  Fruit unspecified: Mean of all types of fruit, raw. Mean of 51 studies: 6*apples, apricots, 10*banana,cherries, chico,custard apple,g","DANISH"
336,"0336","<c6>ble. uspec.. r<e5>t","Apple. raw. all varieties",17.1,12.9,38,5,"2","1",NA,"Apples, raw. Mean of six studies.","DANISH"
337,"0337","<c6>blemost. uspec.","Apple juice. canned or bottled",18.1,10.2,40,4,"2","1",NA,"Mean of three studies. Apple juice, pure, unsweetened, reconstituted and 2*apple juice unsweetened.","DANISH"
338,"0338","<c6>ble. t<f8>rret","Apple. dried",17.2,92.1,29,27,"2","1",NA,"Apple, dried.","DANISH"
339,"0339","<c6>g. blomme. r<e5>","Egg. chicken. yolk. raw",28.1,1.8,70,1,"5","",NA,"","DANISH"
340,"0340","<c6>g. hele. r<e5>","Egg. chicken. whole. raw",28.1,1.2,70,1,"5","",NA,"","DANISH"
341,"0341","<c6>g. hvide. r<e5>","Egg. chicken. white. raw",28.1,1.2,70,1,"5","",NA,"","DANISH"
342,"0342","<c6>rter. gr<f8>nne. r<e5>","Peas. green. raw",15.1,12.9,48,6,"2","1",NA,"Green peas. Mean of three studies: 2*Pea, frozen, boiled and Pea, green.","DANISH"
343,"0343","<c6>rter. gr<f8>nne. dybfrost","Peas. green. frozen",15.1,13.6,48,7,"2","1",NA,"Green peas. Pea, frozen, boiled. Mean of two studies.","DANISH"
344,"0344","<c6>rter. gr<f8>nne. konserves","Peas. green. canned",15.1,14.3,48,7,"2","",NA,"","DANISH"
345,"0345","<c6>rter. gule. fl<e6>k<e6>rter. r<e5>","Peas. mature. dry. raw",14.1,63.9,29,19,"2","1","5","Split peas. Mean of two studies: Split peas, yellow, boiled 20 min and Peas, yellow, split, soaked overnight, boiled 55 min.","DANISH"
346,"0346","<d8>l. m<f8>rkt hvidt<f8>l. ubeskattet. uspec.","Beer. danish household. low alcohol",21.1,8.6,70,6,"5","",NA,"","DANISH"
347,"0347","<d8>l. skatteklasse 2. uspec.","Beer. export. alc. 5.6 % by vol.",21.1,3.2,70,2,"5","",NA,"","DANISH"
348,"0348","<d8>l. skatteklasse 3. uspec.","Beer. strong. alc. 7.6 % by vol.",21.1,4.6,70,3,"5","",NA,"","DANISH"
349,"0349","<d8>l. pilsner. skatteklasse 1. uspec.","Beer. lager. alc. 4.4 % by vol.",21.1,2.7,70,2,"5","",NA,"","DANISH"
350,"0350","<d8>l. let pilsner. ubeskattet. uspec.","Beer. lager. alc. 2.6 % by vol.",21.1,2.7,70,2,"5","",NA,"","DANISH"
352,"0352","<d8>sters. r<e5>","Oyster. raw",27.3,4.2,70,3,"5","",NA,"","DANISH"
355,"0355","Appelsinjuice. konserves","Orange juice. canned",18.1,9.9,52,5,"2","1",NA,"Orange juice, mean of three studies: orange juice, orange juice, unsweetened, reconstituted concentrate and orange juice, reconstituted from frozen concentrate","DANISH"
357,"0357","Remoulade. uspec.","Remoulade. average values",32.4,15.7,70,11,"5","",NA,"","DANISH"
361,"0361","Boghvedegryn. r<e5>","Buckwheat groats. raw",6.1,79.8,54,43,"2","1",NA,"Buckwheat, mean of three studies","DANISH"
363,"0363","Feta. 40+","Cheese. semihard. Feta. 40 % fidm",30.2,1.5,34,1,"3","2",NA,"Based on milk, whole pasteurised, fresh, organic","DANISH"
364,"0364","Fl<f8>deost. 70+","Cheese. Cream. 70 % fidm.",30.3,2.5,34,1,"3","2",NA,"Based on milk, whole pasteurised, fresh, organic","DANISH"
365,"0365","Parmesan. revet","Cheese. hard. Parmesan. grated",30.3,3.7,34,1,"3","2",NA,"Based on milk, whole pasteurised, fresh, organic","DANISH"
366,"0366","Skummetm<e6>lkspulver","Milk. dry. skimmed. powder",33.1,50.8,48,24,"3","",NA,"Based on skimmed milk having a higher GI than full-fat milk.","DANISH"
367,"0367","S<f8>dm<e6>lkspulver","Milk. dry. whole. powder",33.1,37.2,34,13,"2","1",NA,"Malted milk powder in full-fat cow milk (Nestl<e9>) ","DANISH"
368,"0368","Fl<f8>deost. 60+","Cheese. Cream. 60 % fidm.",30.3,2.5,34,1,"3","2",NA,"Based on milk, whole pasteurised, fresh, organic","DANISH"
369,"0369","Camembert. 45+","Cheese. Camembert. 45 % fidm.",30.3,0.2,34,0,"3","2",NA,"Based on milk, whole pasteurised, fresh, organic","DANISH"
383,"0383","Syltet<f8>j. uspec.","Jam. fruit. average values",7.1,66.7,51,34,"2","1",NA,"Based on strawberry jam","DANISH"
384,"0384","Marmelade. uspec.","Marmalade. all types",7.1,52,51,27,"2","1",NA,"","DANISH"
385,"0385","Soja sauce","Soya sauce",32.4,8.2,70,6,"5","",NA,"","DANISH"
386,"0386","Bouillon. oksek<f8>d. koncentreret. terning","Bouillon. beef. concentrated. cube",32.1,15.8,70,11,"5","",NA,"","DANISH"
389,"0389","Bagepulver","Baking powder",32.1,37.8,70,26,"5","",NA,"","DANISH"
390,"0390","Frugtsaft. blandet. s<f8>det. koncentreret","Fruit juice. mixed. sweetened. concentrated",19.2,42,66,28,"3","1",NA,"","DANISH"
391,"0391","Frugtsaft. blandet. us<f8>det. koncentreret","Fruit juice. mixed. unsweetened. concentrated",19.2,8.3,44,4,"3","1",NA,"Mean of unsweetened juices made from fruit: Mean of three apple juices, apple juice, pure, clear, unsweetened, apple juice, pure, cloudy, unsweetened, apple and cherry juice, pure, unsweetened, grapefruit juice, unsweetened, mean of two orange juices and ","DANISH"
394,"0394","K<f8>dboller. dybfrost","Meat balls. frozen",24.2,9,70,6,"5","",NA,"","DANISH"
397,"0397","Buddingpulver","Pudding powder",32.1,87.5,70,61,"5","",NA,"","DANISH"
398,"0398","Makaroni. spaghetti. kogt","Macaroni. spaghetti. boiled",4.1,28.9,45,13,"4","",NA,"","DANISH"
399,"0399","K<f8>dboller. konserves","Meat balls. canned",24.2,2.9,70,2,"5","",NA,"","DANISH"
401,"0401","Hyldeb<e6>rsaft. s<f8>d. koncentreret","Elderberry. juice. concentrated. sugar added",19.2,43,66,28,"3","1",NA,"","DANISH"
402,"0402","Squash. zucchini. r<e5>","Squash. zucchini. raw",15.1,2.9,70,2,"5","",NA,"","DANISH"
403,"0403","Sojadrik. kommercielt tilberedt","Soya milk. commercially prepared",29.1,2.5,41,1,"2","1",NA,"Based on Soy milks(containing maltodextrin). Mean of three Soy-milks: 2*Soy milk full fat (3%) 120mg cal Calciforte and Soy milk reduced-fat (1,5%) 120mg cal Light. ","DANISH"
404,"0404","K<f8>dextrakt. flydende. Bovril","Meat extract. Bovril",32.1,2.9,70,2,"5","",NA,"","DANISH"
405,"0405","Peber. sort","Pepper. black",32.1,64.8,70,45,"5","",NA,"","DANISH"
406,"0406","Karry. pulver","Curry powder",32.1,58.4,70,41,"5","",NA,"","DANISH"
407,"0407","Portvin","Port",23.1,11.1,70,8,"5","",NA,"","DANISH"
408,"0408","Sherry. t<f8>r","Sherry. dry",23.1,1.3,70,1,"5","",NA,"","DANISH"
409,"0409","Sherry. medium","Sherry. medium",23.1,3.4,70,2,"5","",NA,"","DANISH"
410,"0410","Sherry. s<f8>d","Sherry. sweet",23.1,6.5,70,5,"5","",NA,"","DANISH"
411,"0411","Vermouth. t<f8>r","Vermouth. dry",23.1,5.2,70,4,"5","",NA,"","DANISH"
412,"0412","Vermouth. s<f8>d","Vermouth. sweet",23.1,14.5,70,10,"5","",NA,"","DANISH"
413,"0413","Lik<f8>r. Advocaat","Liqueur. Advocaat",23.1,24.7,70,17,"5","",NA,"","DANISH"
414,"0414","Lik<f8>r. Cherry Brandy","Liqueur. Cherry Brandy",23.1,28.4,70,20,"5","",NA,"","DANISH"
415,"0415","Lik<f8>r. Curacao","Liqueur. Curacao",23.1,26.9,70,19,"5","",NA,"","DANISH"
416,"0416","Spirituosa. gennemsnitlige v<e6>rdier","Spirits. 70 % proof",23.1,0.5,70,0,"5","",NA,"","DANISH"
428,"0428","Oksek<f8>d. m<f8>rbrad. afpudset. r<e5>","Beef. fillet. defatted. raw",24.1,1,70,1,"5","",NA,"","DANISH"
436,"0436","Oksek<f8>d. spidsbryst. r<e5>t","Beef. brisket. anterior part. raw",24.1,1,70,1,"5","",NA,"","DANISH"
441,"0441","Karameller. blandede","Toffees. mixed",8.1,71.4,78,56,"3","1",NA,"Based on Jelly beans. 2* Jelly beans, assorted colors.","DANISH"
442,"0442","Kartoffel. chips (franske kartofler). fedtreducerede","Potato crisps. fatreduced",32.2,65.8,54,36,"2","1",NA,"","DANISH"
443,"0443","Kartoffel. chips (franske kartofler)","Potato crisps",32.2,58,54,31,"2","1",NA,"","DANISH"
444,"0444","Bolcher. blandede","Sweets. boiled",8.1,97.5,78,76,"3","1",NA,"Based on Jelly beans. 2* Jelly beans, assorted colors.","DANISH"
445,"0445","Lakridskonfekt","Liquorice allsorts",8.1,82.7,78,65,"3","1",NA,"Based on Jelly beans. 2* Jelly beans, assorted colors.","DANISH"
446,"0446","M<e6>lkeis. uspec.","Ice cream. dairy. (wholemilk based)",31.3,24,61,15,"3","1",NA,"Mean of two Ice creams with half vanilla/half chocolate)","DANISH"
448,"0448","Vingummi","Fruit gums",8.1,78.6,78,61,"2","1",NA,"Based on Jelly beans. 2* Jelly beans, assorted colors.","DANISH"
451,"0451","Chokolade. fyldt","Chocolate. fancy and filled",9.1,67.9,65,44,"3","1",NA,"Based on Mars bar. Mean 2*Mars bar.","DANISH"
452,"0452","Asier. syltede","Cucumber. large. pickled",15.1,17,45,8,"4","",NA,"","DANISH"
453,"0453","Artiskok. r<e5>","Artichoke. raw",15.1,10.6,45,5,"4","",NA,"","DANISH"
454,"0454","Ansjos. marineret. konserves","Anchovy. pickled. canned",27.2,10,70,7,"5","",NA,"","DANISH"
455,"0455","Abrikos. konserves. let sukkerlage","Apricot. canned. light syrup pack",17.3,16.4,64,10,"2","1",NA,"Apricots canned in light syrup.","DANISH"
457,"0457","Bambusskud. r<e5>","Bamboo shoots. raw",15.1,6.7,45,3,"4","",NA,"","DANISH"
458,"0458","Bambusskud. konserves. saltet","Bamboo shoots. canned. salted",15.1,3.7,45,2,"4","",NA,"","DANISH"
459,"0459","Bambusskud. konserves. usaltet","Bamboo shoots. canned. nonsalted",15.1,3.7,45,2,"4","",NA,"","DANISH"
460,"0460","Baked beans i tomatsovs. konserves","Beans. baked i tomato sauce. canned",14.1,20.8,45,9,"4","",NA,"","DANISH"
461,"0461","Hirse. hele korn","Millet. whole-grain",6.1,72.9,71,52,"2","1",NA,"Mased on Millet, boiled.","DANISH"
462,"0462","Fennikel. fr<f8>","Fennel seed",13.1,52.3,70,37,"5","",NA,"","DANISH"
463,"0463","Sesamfr<f8>. afskallede","Sesame seed. decorticated",13.1,20.7,70,14,"5","",NA,"","DANISH"
464,"0464","Papaya. mamaja. tr<e6>melon. r<e5>","Papaya. pawpaw. raw",17.1,12,59,7,"2","1",NA,"Paw paw and papaya, raw. Mean of three studies: 2*Paw paw and Papaya","DANISH"
465,"0465","Kiwi. r<e5>","Kiwi fruit. raw",17.1,13.5,53,7,"2","1",NA,"Kiwi fruit, raw. Mean of two studies.","DANISH"
466,"0466","Jordb<e6>r i sukkerlage. konserves","Strawberries. canned",17.3,21,40,8,"2","1",NA,"Based on strawberries, raw.","DANISH"
467,"0467","Jordb<e6>r. dybfrost. usukrede","Strawberries. frozen. unsweetened",17.1,9.1,40,4,"3","1",NA,"Based on strawberries, raw.","DANISH"
468,"0468","Jordb<e6>r. dybfrost. sukrede","Strawberries. frozen. sweetened. whole",17.3,21,40,8,"2","1",NA,"Based on strawberries, raw.","DANISH"
469,"0469","Pop corn. uspec.","Pop corn. oil and salt added",32.2,63,72,45,"2","1",NA,"Popcorn, plain, cooked in microvawe oven. Mean of two studies.","DANISH"
470,"0470","Squash. alle typer. r<e5>","Squash. all varieties. raw",15.1,2.7,45,1,"4","",NA,"","DANISH"
472,"0472","Mineralvand. sodavand. tilsat sukker. uspec.","Soft drink. sugar added",19.2,9.9,61,6,"3","1",NA,"Mean of four types of soft drinks: 2*coca cola, soft drink, Fanta orange soft drink and Solo lemon squash soft drink.","DANISH"
479,"0479","Solsikkefr<f8>. afskallede. t<f8>rrede","Sunflower seeds. decorticated. dried",13.1,17.1,70,12,"5","",NA,"","DANISH"
480,"0480","H<f8>rfr<f8>. r<e5>","Linseeds. raw",13.1,36.1,70,25,"5","",NA,"","DANISH"
484,"0484","Kik<e6>rter. t<f8>rrede. r<e5>","Peas. chick/garbanzo. dry. raw",14.1,61.6,28,17,"2","1",NA,"Chickpeas. Mean of four: 2*Chickpeas, Chickpeas, dried, boiled and Chickpeas, dried, soaked, boiled 35 min.","DANISH"
485,"0485","Mungb<f8>nner. t<f8>rrede. r<e5>","Beans. mung. dried. raw",14.1,62.6,37,23,"2","1",NA,"Mung beans. Mean of two studies: Mung bean(Phaseolus areus Roxb), soaked, boiled 20 min and Mung bean, pressure cooked.","DANISH"
500,"0500","Pizza. dybfrost. uspec.","Pizza. frozen. average values",5.1,25.7,51,13,"2","1",NA,"Mean of all types: Pizza, cheese, Pizza, plain backed doug, served with parmesan cheese and tomato sauce, Pizza, super supreme pan, Pizza, super supreme, thin and crispy and Pizza, vegetarian supreme, thin and crispy.","DANISH"
502,"0502","Sukker. brun farin","Sugar. brown",7.1,95.5,68,65,"3","1",NA,"Sucrose. Mean of ten studies.","DANISH"
506,"0506","Kaseinat. natrium-. Damipro RHV","Caseinate. sodium. DAMIPRO RHV",29.1,1,70,1,"5","",NA,"","DANISH"
513,"0513","Gr<f8>nk<e5>l. konserves","Kale. canned",15.1,5.6,45,3,"4","",NA,"","DANISH"
514,"0514","Vallepulver. t<f8>rret","Whey. sweet. dried",29.1,74.5,63,47,"4","",NA,"","DANISH"
515,"0515","Valle","Whey. sweet. fluid",29.1,5.1,63,3,"4","",NA,"","DANISH"
516,"0516","Gedem<e6>lk","Goats milk",29.2,4.4,34,1,"3","2",NA,"From milk, whole pasteurised, fresh, organic","DANISH"
518,"0518","Skorzonnerrod. r<e5>","Salsify. black. raw",15.1,18.6,45,8,"4","",NA,"","DANISH"
519,"0519","Wienerbr<f8>d. spandauer","Danish pastry. square",5.2,35.2,63,22,"4","",NA,"","DANISH"
520,"0520","Wienerbr<f8>d. julekage","Danish pastry. christmas cake",5.2,40.6,63,26,"4","",NA,"","DANISH"
521,"0521","Wienerbr<f8>d. sm<f8>rkrans","Danish pastry. butter ring",5.2,44.3,63,28,"4","",NA,"","DANISH"
522,"0522","Cheddar. 50+","Cheese. hard. Cheddar. danish",30.3,1,34,0,"3","2",NA,"Based on milk, whole pasteurised, fresh, organic","DANISH"
523,"0523","Mangofrugt. mangoblomme. mangga. r<e5>","Mangos. raw",17.1,16,51,8,"2","1",NA,"Mango, raw. Mean of three studies: 2* Mango, raw and mango, ripe.","DANISH"
524,"0524","Peberfrugt. konserves","Pepper. sweet. canned",15.1,3.9,45,2,"4","",NA,"","DANISH"
525,"0525","Sk<e6>rekage. sandkage","Sponge cake. pound cake",5.2,49.1,50,25,"2","1",NA,"Mean of sponge cake, plain and pound cake","DANISH"
526,"0526","Koriander. fr<f8>","Coriander seed",13.1,54.9,70,38,"5","",NA,"","DANISH"
527,"0527","Koriander. blade. t<f8>rrede","Coriander. leaf. dried",32.1,52.1,70,36,"5","",NA,"","DANISH"
528,"0528","Franskbr<f8>d","Bread. white",1.1,51.3,78,40,"3","10",NA,"Based on white wheat bread, very refined flour","DANISH"
529,"0529","Grahamsbr<f8>d","Bread. wholemeal",1.1,49.3,91,45,"1","11",NA,"","DANISH"
530,"0530","Havregryn. uspec.","Oats. rolled. average values",2.2,68.2,61,42,"2","3",NA,"Porridge (Small oats)","DANISH"
531,"0531","Hvedemel","Wheat flour",3.1,76,70,53,"5","",NA,"","DANISH"
532,"0532","Mariekiks","Bisquit. sweet",5.2,74.3,64,48,"3","1",NA,"Based on shortbread cookies","DANISH"
533,"0533","Kn<e6>kbr<f8>d. hvede-. fint","Crispbread. knackebrot. wheat. fine",1.1,72,85,61,"4","",NA,"","DANISH"
534,"0534","Rasp","Bread-crumbs",1.1,77.2,72,56,"3","",NA,"Means of Sainsbury's and Hovis bread","DANISH"
535,"0535","Rugbr<f8>d. lyst","Rye bread. light",1.2,48.1,89,43,"3","11",NA,"","DANISH"
536,"0536","Rugbr<f8>d. m<f8>rkt","Rye bread. dark",1.2,47,89,42,"1","11",NA,"","DANISH"
537,"0537","Rundstykke","Bread. roll. danish",1.1,58.1,78,45,"3","10",NA,"Based on white wheat bread, very refined flour","DANISH"
538,"0538","Sigtebr<f8>d","Bread. white",1.1,49.9,78,39,"3","10",NA,"Based on white wheat bread, very refined flour","DANISH"
539,"0539","Sigtemel","Rye-flour. wheat-flour. bolted",3.1,75.8,70,53,"5","",NA,"","DANISH"
540,"0540","Sm<e5>kage. uspec.","Sweet bisquit. cookie",5.2,63.4,64,41,"3","1",NA,"Based on cookies,  shortbread","DANISH"
541,"0541","Rugmel. groft. fuldkornsrugmel","Rye flour. dark. whole meal",3.1,77,70,54,"5","",NA,"","DANISH"
542,"0542","Grahamsmel. fuldkornshvedemel","Wheat. flour. wholemeal",3.1,74.1,70,52,"5","",NA,"","DANISH"
548,"0548","Hamburgerryg. kogt","Pork. saddle. smoked. boiled",24.3,0.8,70,1,"5","",NA,"","DANISH"
549,"0549","Salt k<f8>d","Veal. eye of round. salted. boiled",24.1,0.7,70,0,"5","",NA,"","DANISH"
552,"0552","P<f8>lse. cervelatp<f8>lse","Pork/beef sausage. saveloy type",24.3,4,70,3,"5","",NA,"","DANISH"
564,"0564","Sk<e6>rekage. citronkage","Plain cake. lemon cake",5.2,55,46,25,"3","1",NA,"Sponge cake, plain","DANISH"
565,"0565","Sk<e6>rekage. chokoladekage/-pie","Plain cake. chocolate cake",5.2,50.1,38,19,"2","1",NA,"Chocolatecake made from packet mix with chocolate frosting","DANISH"
566,"0566","Sk<e6>rekage. mazarinkage","Plain cake. frangipani cake",5.2,48,65,31,"3","1",NA,"Based on pastry, frangipani pastry, wich is based on chocolate fancy and filled, which is based on Mars bar. Mean of 2*Mars bar.","DANISH"
567,"0567","T<f8>rkage. mazariner","Pastry. frangipani pastry",5.2,51.6,65,34,"3","1",NA,"Based on chocolate fancy and filled, which is based on Mars bar. Mean of 2*Mars bar.","DANISH"
568,"0568","T<f8>rkage. napoleonshatte","Pastry. napoleon hat",5.2,59,63,37,"3","1",NA,"","DANISH"
569,"0569","Sm<e5>kage. finsk br<f8>d","Bisquit. sweet. finnish",5.2,58.9,64,38,"3","1",NA,"Based on shortbread cookies","DANISH"
570,"0570","Sm<e5>kage. vanillekranse","Bisquit. sweet. vanilla flavoured",5.2,63.1,64,40,"3","1",NA,"Based on shortbread cookies","DANISH"
571,"0571","Wienerbr<f8>d. kringle/stang","Danish pastry. pretzel",5.2,48,63,30,"4","",NA,"","DANISH"
572,"0572","Roulade. uspec.","Swiss roll. average values",5.2,61.6,63,39,"4","",NA,"","DANISH"
573,"0573","Roulade. abrikos-","Swiss roll. apricot stuffing",5.2,61.5,63,39,"4","",NA,"","DANISH"
574,"0574","Roulade. hindb<e6>r-","Swiss roll. raspberry stuffing",5.2,60.5,63,38,"4","",NA,"","DANISH"
580,"0580","P<f8>lsebr<f8>d","Bread. white. for sausages",1.1,56.2,78,44,"3","10",NA,"Based on white wheat bread, very refined flour","DANISH"
581,"0581","P<f8>lser. wienerp<f8>lser. frankfurterp<f8>lser. ristet","Sausage. vienna/frankfurter type. fried",24.3,7.9,70,6,"5","",NA,"","DANISH"
582,"0582","P<f8>lser. wienerp<f8>lser (bayersk p<f8>lse). kogt","Sausage. vienna/frankfurter. boiled",24.3,3,70,2,"5","",NA,"","DANISH"
